description,code
The pedestrian entity 'indiv5Pedestrian' is,"<ScenarioObject name=""indiv5Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0006"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0006"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv6Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0007"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0007"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv7Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0008"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0008"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv8Pedestrian' is,"<ScenarioObject name=""indiv8Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0009"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0009"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity referencing the catalog model 'pedestrian.0010' is,"<ScenarioObject name=""indiv9Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0010"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0010"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The car entity with a maximum speed performance of 69.0 m/s is,"<ScenarioObject name=""ego_vehicle"">
  <Vehicle name=""vehicle.tesla.model3"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""1.5"" y=""0.0"" z=""0.9"" />
      <Dimensions width=""2.1"" length=""4.5"" height=""1.8"" />
    </BoundingBox>
    <Performance maxSpeed=""69.0"" maxDeceleration=""200.0"" maxAcceleration=""10.0"" />
    <Axles>
      <FrontAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0.0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The pedestrian entity '__pedestrianPedestrian' with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""__pedestrianPedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity referencing the catalog model 'pedestrian.0002' is,"<ScenarioObject name=""indiv0Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv2Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv2Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv3Pedestrian' is,"<ScenarioObject name=""indiv3Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv4Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv4Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv5Pedestrian' is,"<ScenarioObject name=""indiv5Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""indiv6Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv7Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv7Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv8Pedestrian' is,"<ScenarioObject name=""indiv8Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv9Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv9Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0002"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0002"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv1Pedestrian' with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""indiv1Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv2Pedestrian' with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""indiv2Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv3Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv4Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv4Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv5Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv6Pedestrian' with bounding box dimensions of height 10.0 m and a mass of 100.0 kg is,"<ScenarioObject name=""indiv6Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv7Pedestrian' with a mass of 100.0 kg is,"<ScenarioObject name=""indiv7Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity 'indiv8Pedestrian' is,"<ScenarioObject name=""indiv8Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The pedestrian entity is,"<ScenarioObject name=""indiv9Pedestrian"">
  <Pedestrian name=""walker.pedestrian.0001"" pedestrianCategory=""pedestrian"" model=""walker.pedestrian.0001"" mass=""100.0"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Pedestrian>
</ScenarioObject>"
The car entity '__EgoEgoVehicle' is,"<ScenarioObject name=""__EgoEgoVehicle"">
  <Vehicle name=""vehicle.tesla.model3"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Performance maxSpeed=""69.0"" maxDeceleration=""200.0"" maxAcceleration=""10.0"" />
    <Axles>
      <FrontAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0.0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""ego_vehicle"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'tesla.model3' is,"<ScenarioObject name=""___cutInCar"">
  <Vehicle name=""vehicle.tesla.model3"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Performance maxSpeed=""69.0"" maxDeceleration=""200.0"" maxAcceleration=""10.0"" />
    <Axles>
      <FrontAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0.0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
The car entity with a maximum speed performance of 69.0 m/s is,"<ScenarioObject name=""indiv__cutInCar"">
  <Vehicle name=""vehicle.tesla.model3"" vehicleCategory=""car"">
    <ParameterDeclarations />
    <BoundingBox>
      <Center x=""10.0"" y=""10.0"" z=""10.0"" />
      <Dimensions width=""10.0"" length=""10.0"" height=""10.0"" />
    </BoundingBox>
    <Performance maxSpeed=""69.0"" maxDeceleration=""200.0"" maxAcceleration=""10.0"" />
    <Axles>
      <FrontAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0.523598775598"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0.0"" positionZ=""0.4"" />
    </Axles>
    <Properties>
      <Property name=""type"" value=""simulation"" />
    </Properties>
  </Vehicle>
</ScenarioObject>"
